"","X","loan_amount_000s","preapproval_name","preapproval","action_taken_name","loan_approved","action_taken","applicant_race_name_1","applicant_race_1","applicant_race_name_2","applicant_race_2","applicant_race_name_3","applicant_race_3","applicant_race_name_4","applicant_race_4","applicant_race_name_5","applicant_race_5","co_applicant","co_applicant_race_name_1","co_applicant_race_1","co_applicant_race_name_2","co_applicant_race_2","co_applicant_race_name_3","co_applicant_race_3","co_applicant_race_name_4","co_applicant_race_4","co_applicant_race_name_5","co_applicant_race_5","applicant_sex_name","applicant_sex","co_applicant_sex_name","co_applicant_sex","applicant_income_000s","denial_reason_name_1","denial_reason_1","denial_reason_name_2","denial_reason_2","denial_reason_name_3","denial_reason_3","population","minority_population","hud_median_family_income","tract_to_msamd_income","number_of_owner_occupied_units","number_of_1_to_4_family_units"
"473",130848,180,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,59,"",NA,"",NA,"",NA,6567,72.7300033569336,79300,111.680000305176,1180,1487
"474",89866,295,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,190,"",NA,"",NA,"",NA,5214,3.35999989509583,57600,79.75,1419,2222
"475",47030,141,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,42,"",NA,"",NA,"",NA,4605,9.92000007629395,66600,106.870002746582,1495,1666
"476",111220,663,"Preapproval was not requested",2,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,185,"",NA,"",NA,"",NA,2895,22.8999996185303,77500,225.759994506836,770,260
"477",80244,30,"Preapproval was requested",1,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,50,"",NA,"",NA,"",NA,2686,2.38000011444092,57600,106.01000213623,1068,3382
"478",96786,201,"Preapproval was requested",1,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,103,"",NA,"",NA,"",NA,7714,9.72000026702881,55200,142.360000610352,2012,2401
"479",99152,240,"Preapproval was requested",1,"Loan originated",TRUE,1,"Asian",2,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,95,"",NA,"",NA,"",NA,6819,18.1399993896484,72400,140.070007324219,1709,1913
"480",48604,148,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,52,"",NA,"",NA,"",NA,2538,89.4000015258789,77500,41.5299987792969,250,874
"481",51758,370,"Preapproval was not requested",2,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,130,"",NA,"",NA,"",NA,6810,12.4399995803833,72400,114.550003051758,2028,2230
"482",61636,96,"Preapproval was not requested",2,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,71,"",NA,"",NA,"",NA,3447,5.40000009536743,55800,104.790000915527,1268,1648
"483",33206,330,"Not applicable",3,"Application denied by financial institution",FALSE,3,"Asian",2,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,68,"Collateral",4,"",NA,"",NA,3260,51.2000007629395,73700,57.8300018310547,305,506
"484",132956,3,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,23,"",NA,"",NA,"",NA,2869,1.85000002384186,79200,96.3600006103516,1063,1326
"485",88405,133,"Preapproval was not requested",2,"Application denied by financial institution",FALSE,3,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,56,"Debt-to-income ratio",1,"",NA,"",NA,1980,2.6800000667572,60500,104.059997558594,584,987
"486",141647,640,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,338,"",NA,"",NA,"",NA,5727,7.46999979019165,68800,120.540000915527,1089,1718
"487",158164,136,"Preapproval was not requested",2,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,32,"",NA,"",NA,"",NA,3361,14.6099996566772,64000,110.230003356934,760,1145
"488",162269,320,"Not applicable",3,"Application denied by financial institution",FALSE,3,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,90,"",NA,"",NA,"",NA,7017,56.4599990844727,94300,71.7600021362305,1442,1809
"489",60367,50,"Not applicable",3,"Application denied by financial institution",FALSE,3,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,31,"Debt-to-income ratio",1,"",NA,"",NA,2551,24.3799991607666,63200,107.029998779297,881,2127
"490",140829,420,"Not applicable",3,"Application approved but not accepted",TRUE,2,"Asian",2,"",NA,"",NA,"",NA,"",NA,TRUE,"Asian",2,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,409,"",NA,"",NA,"",NA,5136,45.7599983215332,63200,168.929992675781,1451,1906
"491",164,200,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,53,"",NA,"",NA,"",NA,7436,84.2799987792969,50000,88.6699981689453,878,1641
"492",1802,26,"Not applicable",3,"Application denied by financial institution",FALSE,3,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,37,"",NA,"",NA,"",NA,4290,54.9199981689453,74300,108.459999084473,1135,1451
"493",69557,80,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,99,"",NA,"",NA,"",NA,5745,2.29999995231628,60800,101.650001525879,2045,2471
"494",74091,134,"Preapproval was not requested",2,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,42,"",NA,"",NA,"",NA,3744,4.67000007629395,79600,95.879997253418,1097,1361
"495",31949,45,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,56,"",NA,"",NA,"",NA,5365,81.9800033569336,50000,64.1399993896484,589,1321
"496",153840,550,"Preapproval was not requested",2,"Loan originated",TRUE,1,"Asian",2,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,36,"",NA,"",NA,"",NA,3781,84.2900009155273,73700,86.0199966430664,560,1136
"497",86768,204,"Preapproval was not requested",2,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,52,"",NA,"",NA,"",NA,2475,97.9400024414062,77500,27.0900001525879,172,739
"498",130436,303,"Not applicable",3,"Application denied by financial institution",FALSE,3,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,77,"Debt-to-income ratio",1,"",NA,"",NA,2112,21.9200000762939,83900,99.5899963378906,784,837
"499",2281,158,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,63,"",NA,"",NA,"",NA,2987,2.14000010490417,79600,94.6100006103516,1029,1181
"500",125546,88,"Preapproval was not requested",2,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,332,"",NA,"",NA,"",NA,4535,9.89999961853027,73400,265.989990234375,1106,1657
"501",92829,145,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,75,"",NA,"",NA,"",NA,7855,4.98000001907349,73900,123.440002441406,2455,2950
"502",159310,204,"Not applicable",3,"Application denied by financial institution",FALSE,3,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,38,"Credit application incomplete",7,"",NA,"",NA,3043,19.8199996948242,63800,103.339996337891,707,1780
"503",65744,1800,"Not applicable",3,"Application approved but not accepted",TRUE,2,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,194,"",NA,"",NA,"",NA,10806,13.8199996948242,73400,152.399993896484,3101,3869
"504",71073,335,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,138,"",NA,"",NA,"",NA,4802,7.03999996185303,94300,104.680000305176,1439,1540
"505",134629,64,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,32,"",NA,"",NA,"",NA,3970,7.67999982833862,84400,89.0599975585938,977,1445
"506",29675,424,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,148,"",NA,"",NA,"",NA,2911,61.4599990844727,97400,80.0699996948242,651,888
"507",117997,127,"Not applicable",3,"Loan originated",TRUE,1,"Asian",2,"",NA,"",NA,"",NA,"",NA,TRUE,"Asian",2,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,26,"",NA,"",NA,"",NA,6946,12.5100002288818,73900,107.75,1898,2463
"508",61792,245,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,83,"",NA,"",NA,"",NA,6886,35.0099983215332,75000,69.129997253418,1249,1814
"509",123756,66,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,31,"",NA,"",NA,"",NA,6027,20.9400005340576,50800,104.809997558594,1405,2016
"510",137980,678,"Not applicable",3,"Loan originated",TRUE,1,"Asian",2,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,149,"",NA,"",NA,"",NA,4341,77.7200012207031,97400,117.410003662109,1114,1357
"511",137259,123,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,54,"",NA,"",NA,"",NA,3974,10.9700002670288,67300,129.059997558594,1128,1507
"512",128328,166,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,95,"",NA,"",NA,"",NA,6694,6.44000005722046,72200,107.169998168945,2215,2728
"513",154477,108,"Not applicable",3,"Application denied by financial institution",FALSE,3,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,33,"Unverifiable information",6,"Credit history",3,"",NA,2024,99.6500015258789,74600,37.0699996948242,471,1035
"514",159226,176,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,81,"",NA,"",NA,"",NA,4848,17.7600002288818,74900,107.5,1312,1912
"515",86099,424,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,220,"",NA,"",NA,"",NA,10806,13.8199996948242,73400,152.399993896484,3101,3869
"516",119310,10,"Not applicable",3,"Application denied by financial institution",FALSE,3,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,69,"Credit history",3,"Other",9,"",NA,5390,3.95000004768372,50800,90.620002746582,1669,2852
"517",157767,8,"Not applicable",3,"Application denied by financial institution",FALSE,3,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,21,"Debt-to-income ratio",1,"Credit history",3,"",NA,3791,18.4899997711182,62600,84.7799987792969,993,1807
"518",41639,395,"Not applicable",3,"Application denied by financial institution",FALSE,3,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,91,"Debt-to-income ratio",1,"Credit application incomplete",7,"",NA,5459,40.2099990844727,63200,108,1409,1751
"519",11630,284,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"Asian",2,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,657,"",NA,"",NA,"",NA,5623,37.0400009155273,63800,89.2099990844727,1173,1798
"520",146811,10,"Not applicable",3,"Application denied by financial institution",FALSE,3,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,29,"Debt-to-income ratio",1,"",NA,"",NA,1097,99.7300033569336,67900,34.0999984741211,137,591
"521",119370,165,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,142,"",NA,"",NA,"",NA,6620,10.2700004577637,65600,144.929992675781,1991,2340
"522",128764,272,"Not applicable",3,"Application denied by financial institution",FALSE,3,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,128,"Other",9,"",NA,"",NA,4777,29.2399997711182,67900,127.150001525879,1424,1793
"523",87682,65,"Not applicable",3,"Application denied by financial institution",FALSE,3,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,TRUE,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,100,"Debt-to-income ratio",1,"",NA,"",NA,12999,66.6699981689453,63200,233.029998779297,3183,3439
"524",157433,75,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,33,"",NA,"",NA,"",NA,3877,2.83999991416931,80000,98.5199966430664,1254,1567
"525",115143,128,"Not applicable",3,"Application denied by financial institution",FALSE,3,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,92,"Credit history",3,"",NA,"",NA,3726,31.5400009155273,73400,149.130004882812,1225,1325
"526",77623,633,"Not applicable",3,"Loan originated",TRUE,1,"Asian",2,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,215,"",NA,"",NA,"",NA,6918,18.7800006866455,73700,191.169998168945,2113,2502
"527",83368,100,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,41,"",NA,"",NA,"",NA,3266,6.82999992370605,81300,68.9300003051758,1022,1330
"528",68027,33,"Not applicable",3,"Application denied by financial institution",FALSE,3,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,TRUE,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,45,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA
"529",114351,50,"Not applicable",3,"Application denied by financial institution",FALSE,3,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,148,"Collateral",4,"",NA,"",NA,4933,14.3900003433228,75200,148.089996337891,1526,1642
"530",163662,15,"Preapproval was not requested",2,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,78,"",NA,"",NA,"",NA,19909,84.0400009155273,58400,86.7699966430664,3526,6022
"531",52533,65,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,19,"",NA,"",NA,"",NA,5292,6.26999998092651,89800,69.5999984741211,1329,1810
"532",159114,280,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,74,"",NA,"",NA,"",NA,5879,16.6399993896484,73700,139.770004272461,1766,2132
"533",123122,205,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,44,"",NA,"",NA,"",NA,10660,68.6800003051758,73400,124.870002746582,2368,2863
"534",53793,25,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,115,"",NA,"",NA,"",NA,3973,8.21000003814697,62100,121.449996948242,1219,1759
"535",92246,154,"Not applicable",3,"Application denied by financial institution",FALSE,3,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,104,"Credit history",3,"",NA,"",NA,5845,8.38000011444092,54400,110.139999389648,1633,2516
"536",116307,84,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,51,"",NA,"",NA,"",NA,4042,14.9899997711182,75000,143.110000610352,1205,1401
"537",51116,3,"Not applicable",3,"Application denied by financial institution",FALSE,3,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,16,"Credit history",3,"Debt-to-income ratio",1,"",NA,6639,34.1199989318848,58400,83.4000015258789,2210,3209
"538",102789,114,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Female",2,104,"",NA,"",NA,"",NA,1163,1.12000000476837,68200,112.769996643066,369,543
"539",100905,396,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,442,"",NA,"",NA,"",NA,3800,57.8199996948242,68800,62.7700004577637,920,1471
"540",132987,2,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,71,"",NA,"",NA,"",NA,2403,16.1900005340576,75000,77.7799987792969,699,878
"541",92538,86,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,35,"",NA,"",NA,"",NA,4747,3.88000011444092,63400,132.029998779297,1552,1886
"542",113605,117,"Preapproval was not requested",2,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,42,"",NA,"",NA,"",NA,1723,9.8100004196167,79600,73.0199966430664,392,554
"543",118834,198,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,64,"",NA,"",NA,"",NA,6969,32.9199981689453,63200,83.0500030517578,1936,2999
"544",47055,25,"Not applicable",3,"Application denied by financial institution",FALSE,3,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,29,"",NA,"",NA,"",NA,4710,91.6999969482422,45300,85.9800033569336,1157,1943
"545",136405,367,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,131,"",NA,"",NA,"",NA,12896,41.7299995422363,63200,140.740005493164,3769,4564
"546",118187,350,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,113,"",NA,"",NA,"",NA,2884,50.0999984741211,73700,62.9500007629395,578,726
"547",39917,469,"Not applicable",3,"Application denied by financial institution",FALSE,3,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Male",1,213,"Collateral",4,"",NA,"",NA,5178,37.3300018310547,73700,184.339996337891,674,254
"548",38587,140,"Not applicable",3,"Application denied by financial institution",FALSE,3,"Asian",2,"",NA,"",NA,"",NA,"",NA,TRUE,"Asian",2,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,60,"Other",9,"",NA,"",NA,4803,29.5900001525879,58400,93.6999969482422,1343,1994
"549",52287,102,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,142,"",NA,"",NA,"",NA,2457,25.2299995422363,73900,95.8000030517578,709,888
"550",152694,390,"Preapproval was not requested",2,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,118,"",NA,"",NA,"",NA,4469,10.6099996566772,84100,157.389999389648,1333,1484
"551",110250,424,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,163,"",NA,"",NA,"",NA,4687,12.0799999237061,65500,112.580001831055,1617,3437
"552",37091,95,"Preapproval was not requested",2,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,87,"",NA,"",NA,"",NA,3311,28.6299991607666,68300,141.729995727539,972,1200
"553",36013,74,"Not applicable",3,"Application approved but not accepted",TRUE,2,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,36,"",NA,"",NA,"",NA,7837,98.2399978637695,45300,68.0199966430664,1387,1819
"554",11238,143,"Preapproval was not requested",2,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,35,"",NA,"",NA,"",NA,6771,3.44000005722046,62600,108.680000305176,1895,2584
"555",69441,417,"Preapproval was not requested",2,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,263,"",NA,"",NA,"",NA,2318,7.42000007629395,89800,108.73999786377,667,945
"556",70714,869,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,202,"",NA,"",NA,"",NA,9264,16.7199993133545,68800,160.470001220703,2573,3367
"557",57090,338,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"American Indian or Alaska Native",1,"White",5,"",NA,"",NA,"",NA,"Male",1,"Female",2,50,"",NA,"",NA,"",NA,4332,93.0100021362305,79300,122.150001525879,885,1100
"558",31515,3,"Not applicable",3,"Application denied by financial institution",FALSE,3,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,63,"Credit history",3,"",NA,"",NA,4907,12.960000038147,71100,77.0299987792969,1489,2047
"559",165634,150,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,TRUE,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,101,"",NA,"",NA,"",NA,2840,18.3799991607666,75000,111.919998168945,701,834
"560",8827,175,"Not applicable",3,"Application denied by financial institution",FALSE,3,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,36,"Credit application incomplete",7,"",NA,"",NA,7845,83.0500030517578,58400,80.2099990844727,1526,2379
"561",80884,188,"Not applicable",3,"Loan originated",TRUE,1,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,79,"",NA,"",NA,"",NA,7649,47.0299987792969,67900,100.25,2017,2852
"562",51553,20,"Not applicable",3,"Loan originated",TRUE,1,"White",5,"",NA,"",NA,"",NA,"",NA,FALSE,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,124,"",NA,"",NA,"",NA,5621,7.65000009536743,62500,154.339996337891,1643,1947
